Time (min),C (md.ft),Inj. P (psi)
2695.07,43.69,21.8
2696.07,43.99,21.6
2697.07,43.83,21.8
2698.07,43.94,21.8
2699.07,43.93,21.6
2700.07,44.34,21.8
2701.07,44.27,21.8
2702.07,44.31,21.8
2703.07,43.95,21.8
2704.07,43.97,21.8
2705.07,44.18,21.8
2706.07,43.93,21.6
2707.07,43.84,21.6
2708.07,44.1,21.8
2709.07,44.02,21.6
2710.07,44.01,21.6
2711.07,44.47,21.8
2712.07,44.13,21.6
2713.07,43.97,21.8
2714.07,44.27,21.6
2715.07,44.01,21.8
2716.07,44.24,21.6
2717.07,43.62,21.8
2718.07,43.98,21.8
2719.07,43.99,21.8
2720.07,43.93,21.8
2721.07,44.38,21.8
2722.07,44.41,21.8
2723.07,43.77,21.8
2724.07,44.17,21.6
2725.07,44.24,21.6
2726.07,43.97,21.8
2727.07,43.75,21.8
2728.07,44.11,21.8
2729.07,43.84,21.8
2730.07,43.97,21.6
2731.07,44.14,21.8
2732.07,44.01,21.6
2733.07,44.01,21.8
2734.07,44.2,21.6
2735.07,43.94,21.6
2736.07,44.09,21.6
2737.07,43.99,21.6
2738.07,44.18,21.6
2739.07,43.7,21.6
2740.07,43.46,21.6
2741.07,44.07,21.8
2742.07,44.06,21.6
2743.07,43.87,21.6
2744.07,43.73,21.6
2745.07,43.77,21.6
2746.07,43.85,21.6
2747.07,43.85,21.8
2748.07,43.74,21.6
2749.07,44.07,21.6
2750.07,43.8,21.6
2751.07,43.87,21.6
2752.07,43.61,21.6
2753.07,44.05,21.6
2754.07,43.74,21.6
2755.07,43.67,21.6
2756.07,44.08,21.6
2757.07,43.87,21.6
2758.07,44,21.6
2759.07,43.68,21.6
2760.07,43.86,21.6
2761.07,43.62,21.6
2762.07,43.58,21.8
2763.07,43.41,21.6
2764.07,43.77,21.6
2765.07,43.84,21.6
2766.07,43.07,21.6
2767.07,43.69,21.8
2768.07,43.71,21.6
2769.07,43.57,21.6
2770.07,43.73,21.6
2771.07,43.42,21.6
2772.07,43.26,21.6
2773.07,43.95,21.6
2774.07,43.85,21.6
2775.07,43.62,21.6
2776.07,43.43,21.6
2777.07,43.75,21.6
2778.07,43.39,21.6
2779.07,43.63,21.6
2780.07,43.23,21.8
2781.07,43.37,21.6
2782.07,43.46,21.6
2783.07,43.54,21.8
2784.07,43.76,21.6
2785.07,43.85,21.6
2786.07,43.51,21.6
2787.07,43.29,21.6
2788.07,43.94,21.6
2789.07,43.75,21.8
2790.07,43.71,21.6
2791.07,43.42,21.6
2792.07,43.71,21.6
2793.07,43.3,21.6
2794.07,43.74,21.6
2795.07,43.71,21.6
2796.07,44.01,21.6
2797.07,43.93,21.6
2798.07,43.84,21.6
2799.07,43.89,21.6
2800.07,44.03,21.6
2801.07,43.86,21.6
2802.07,44.24,21.6
2803.07,43.89,21.6
2804.07,43.9,21.6
2805.07,44.03,21.6
2806.07,44.02,21.6
2807.07,43.96,21.6
2808.07,43.55,21.6
2809.07,43.63,21.6
2810.07,43.82,21.6
2811.07,44.05,21.6
2812.07,43.93,21.6
2813.07,43.94,21.6
2814.07,44.25,21.6
2815.07,43.89,21.6
2816.07,43.9,21.6
2817.07,43.64,21.6
2818.07,43.58,21.6
2819.07,44.01,21.6
2820.07,43.67,21.6
2821.07,43.79,21.6
2822.07,43.51,21.6
2823.07,43.8,21.6
2824.07,43.85,21.6
2825.07,43.78,21.4
2826.07,43.79,21.6
2827.07,43.9,21.4
2828.07,43.8,21.4
2829.07,43.66,21.4
2830.07,43.69,21.4
2831.07,43.98,21.6
2832.07,43.59,21.4
2833.07,43.86,21.4
2834.07,43.45,21.4
2835.07,43.88,21.4
2836.07,43.54,21.6
2837.07,43.14,21.4
2838.07,43.7,21.4
2839.07,43.7,21.6
2840.07,43.53,21.4
2841.07,43.47,21.4
2842.07,43.75,21.4
2843.07,43.38,21.4
2844.07,43.83,21.4
2845.07,43.9,21.4
2846.07,43.55,21.4
2847.07,43.84,21.4
2848.07,43.63,21.4
2849.07,43.71,21.4
2850.07,43.36,21.4
2851.07,43.62,21.4
2852.07,43.8,21.4
2853.07,43.42,21.4
2854.07,43.62,21.4
2855.07,43.71,21.4
2856.07,43.47,21.4
2857.07,43.65,21.4
2858.07,43.81,21.4
2859.07,43.66,21.6
2860.07,43.61,21.4
2861.07,43.82,21.4
2862.07,43.79,21.4
2863.07,43.95,21.4
2864.07,43.28,21.4
2865.07,43.33,21.4
2866.07,43.77,21.4
2867.07,43.85,21.4
2868.07,43.71,21.4
2869.07,43.73,21.4
2870.07,43.69,21.4
2871.07,43.31,21.4
2872.07,43.53,21.4
2873.07,43.6,21.4
2874.07,43.59,21.4
2875.07,43.63,21.4
2876.07,43.7,21.4
2877.07,43.64,21.6
2878.07,43.45,21.4
2879.07,43.75,21.4
2880.07,43.5,21.4
2881.07,43.57,21.4
2882.07,43.73,21.4
2883.07,43.7,21.4
2884.07,43.96,21.4
2885.07,43.44,21.4
2886.07,43.39,21.4
2887.07,43.85,21.4
2888.07,43.67,21.4
2889.07,43.74,21.4
2890.07,43.86,21.4
2891.07,43.71,21.4
2892.07,43.55,21.4
2893.07,43.67,21.4
2894.07,43.63,21.4
2895.07,43.9,21.4
2896.07,43.72,21.6
2897.07,43.8,21.4
2898.07,43.79,21.4
2899.07,43.75,21.4
2900.07,43.71,21.4
2901.07,43.99,21.6
2902.07,43.78,21.4
2903.07,43.57,21.4
2904.07,43.75,21.4
2905.07,43.97,21.4
2906.07,43.71,21.4
2907.07,43.74,21.6
2908.07,43.85,21.4
2909.07,43.59,21.4
2910.07,43.34,21.4
2911.07,43.67,21.4
2912.07,43.82,21.4
2913.07,43.53,21.6
2914.07,43.59,21.4
2915.07,43.87,21.6
2916.07,43.48,21.4
2917.07,43.69,21.4
2918.07,43.54,21.4
2919.07,43.86,21.4
2920.07,43.76,21.4
2921.07,43.89,21.6
2922.07,43.84,21.6
2923.07,43.54,21.4
2924.07,43.78,21.4
2925.07,43.88,21.6
2926.07,43.77,21.6
2927.07,43.26,21.6
2928.07,43.74,21.4
2929.07,43.53,21.6
2930.07,43.66,21.6
2931.07,43.58,21.6
2932.07,43.52,21.4
2933.07,43.75,21.4
2934.07,43.67,21.4
2935.07,43.63,21.6
2936.07,43.61,21.4
2937.07,43.48,21.4
2938.07,43.39,21.6
2939.07,43.89,21.6
2940.07,43.65,21.6
2941.07,43.62,21.4
2942.07,43.48,21.6
2943.07,44.03,21.4
2944.07,43.84,21.4
2945.07,43.52,21.4
2946.07,43.61,21.4
2947.07,43.21,21.6
2948.07,43.48,21.6
2949.07,43.6,21.4
2950.07,43.65,21.6
2951.07,43.63,21.4
2952.07,43.79,21.6
2953.07,43.8,21.6
2954.07,43.66,21.4
2955.07,43.69,21.6
2956.07,43.57,21.6
2957.07,43.78,21.6
2958.07,43.75,21.4
2959.07,43.32,21.6
2960.07,43.36,21.4
2961.07,43.36,21.4
2962.07,43.4,21.4
2963.07,43.59,21.6
2964.07,43.58,21.4
2965.07,43.36,21.4
2966.07,43.3,21.6
2967.07,43.53,21.4
2968.07,43.41,21.4
2969.07,43.6,21.6
2970.07,43.15,21.6
2971.07,43.74,21.4
2972.07,43.39,21.4
2973.07,43.25,21.6
2974.07,43.25,21.4
2975.07,43.59,21.4
2976.07,43.47,21.4
2977.07,43.36,21.6
2978.07,43.22,21.6
2979.07,43.57,21.4
2980.07,43.21,21.4
2981.07,43.39,21.6
2982.07,43.51,21.4
2983.07,43.47,21.4
2984.07,43.34,21.4
2985.07,43.4,21.6
2986.07,43.61,21.6
2987.07,43.48,21.6
2988.07,43.35,21.4
2989.07,43.61,21.4
